URL in opinion,Timetravel URL,Rot,Archive,Archive Source,CL address,Case name,Date opinion was filed,Opinion download URL,Citation count,CL ID,Link rot,Ref rot
http://www.gw2k.com/corpinfo/press/1996/,http://timetravel.mementoweb.org/list/19960628151530/http://www.gw2k.com/corpinfo/press/1996/,,1,IA,http://courtlistener.org/opinion/118061/denver-area-ed-telecommunications-consortium-inc-v/,"Denver Area Ed. Telecommunications Consortium, Inc. v. FCC",6/28/96,None,85,118061,0,s404
http://www.usatoday.com/life/cyber/bonus/cb006.htm,http://timetravel.mementoweb.org/list/19960628151530/http://www.usatoday.com/life/cyber/bonus/cb006.htm,,0,,http://courtlistener.org/opinion/118061/denver-area-ed-telecommunications-consortium-inc-v/,"Denver Area Ed. Telecommunications Consortium, Inc. v. FCC",6/28/96,None,85,118061,0,0
