URL in opinion,Timetravel URL,Rot,Archive,Archive Source,CL address,Case name,Date opinion was filed,Opinion download URL,Citation count,CL ID,Link rot,Ref rot,IP owner handle,IP owner name,HTTP status code
http://erg.usgs.gov/isb/pubs/booklets/symbols/,http://timetravel.mementoweb.org/list/20060619151530/http://erg.usgs.gov/isb/pubs/booklets/symbols/,,1,"IA, National Archives and Records Administration, archive-it",http://courtlistener.org/opinion/145642/rapanos-v-united-states/,Rapanos v. United States,6/19/06,http://www.supremecourt.gov/opinions/05pdf/04-1034.pdf,91,145642,0,s404,UDI-5,US Department of the Interior,200
http://www.wetlandtraining.com/tpreljscwa.pdf,http://timetravel.mementoweb.org/list/20060619151530/http://www.wetlandtraining.com/tpreljscwa.pdf,,1,IA,http://courtlistener.org/opinion/145642/rapanos-v-united-states/,Rapanos v. United States,6/19/06,http://www.supremecourt.gov/opinions/05pdf/04-1034.pdf,91,145642,1,0,NDN,"New Dream Network, LLC",404
http://www.epa.gov/ost/economics/assessment.pdf,http://timetravel.mementoweb.org/list/20060619151530/http://www.epa.gov/ost/economics/assessment.pdf,,0,,http://courtlistener.org/opinion/145642/rapanos-v-united-states/,Rapanos v. United States,6/19/06,http://www.supremecourt.gov/opinions/05pdf/04-1034.pdf,91,145642,0,0,UEPA,U.S. Environmental Protection Agency,200
http://www.saj.usace.army.mil/permit/documents/87manual.pdf,http://timetravel.mementoweb.org/list/20060619151530/http://www.saj.usace.army.mil/permit/documents/87manual.pdf,,1,"IA, archive-it",http://courtlistener.org/opinion/145642/rapanos-v-united-states/,Rapanos v. United States,6/19/06,http://www.supremecourt.gov/opinions/05pdf/04-1034.pdf,91,145642,0,s404,QCC-18,"Qwest Communications Company, LLC",404
http://ladpw.org/wrd/report/0203/runoff/discharge.cfm,http://timetravel.mementoweb.org/list/20060619151530/http://ladpw.org/wrd/report/0203/runoff/discharge.cfm,,1,IA,http://courtlistener.org/opinion/145642/rapanos-v-united-states/,Rapanos v. United States,6/19/06,http://www.supremecourt.gov/opinions/05pdf/04-1034.pdf,91,145642,0,s404,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,404
http://www.uscourts.gov/judicialfactsfigures/contents.html,http://timetravel.mementoweb.org/list/20060622151530/http://www.uscourts.gov/judicialfactsfigures/contents.html,,1,"IA, National Archives and Records Administration",http://courtlistener.org/opinion/145635/woodford-v-ngo/,Woodford v. Ngo,6/22/06,http://www.supremecourt.gov/opinions/05pdf/05-416.pdf,655,145635,0,s404,AKAMAI,"Akamai Technologies, Inc.",200
http://www.eeoc.gov/policy/docs/retal.html,http://timetravel.mementoweb.org/list/20060622151530/http://www.eeoc.gov/policy/docs/retal.html,,1,"IA, National Archives and Records Administration, archive-it",http://courtlistener.org/opinion/145636/burlington-n-sfr-co-v-white/,BURLINGTON N. & SFR CO. v. White,6/22/06,http://www.supremecourt.gov/opinions/05pdf/05-259.pdf,417,145636,0,0,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,200
http://www.opensecrets.org/bigpicture/hotraces.asp?cycle=2004,http://timetravel.mementoweb.org/list/20060626151530/http://www.opensecrets.org/bigpicture/hotraces.asp?cycle=2004,,1,IA,http://courtlistener.org/opinion/145630/randall-v-sorrell/,Randall v. Sorrell,6/26/06,http://www.supremecourt.gov/opinions/05pdf/04-1528.pdf,72,145630,0,1,ATON,"Atlantech Online, Inc.",200
http://www.deathpenaltyinfo.org/article.php?scid=6&did=110,http://timetravel.mementoweb.org/list/20060626151530/http://www.deathpenaltyinfo.org/article.php?scid=6&did=110.,,1,IA,http://courtlistener.org/opinion/145632/kansas-v-marsh/,Kansas v. Marsh,6/26/06,http://www.supremecourt.gov/opinions/05pdf/04-1170.pdf,77,145632,0,0,PAIR,pair Networks,200
http://www.floridacapitalcases.state.fl.us/Publications/innocentsproject.pdf,http://timetravel.mementoweb.org/list/20060626151530/http://www.floridacapitalcases.state.fl.us/Publications/innocentsproject.pdf,,1,"IA, UK Web Archive",http://courtlistener.org/opinion/145632/kansas-v-marsh/,Kansas v. Marsh,6/26/06,http://www.supremecourt.gov/opinions/05pdf/04-1170.pdf,77,145632,0,0,EMBAR,Embarq Corporation,200
http://www.eurunion.org/legislat/deathpenalty/deathpenhome.htm,http://timetravel.mementoweb.org/list/20060626151530/http://www.eurunion.org/legislat/deathpenalty/deathpenhome.htm,,1,"IA, archive-it",http://courtlistener.org/opinion/145632/kansas-v-marsh/,Kansas v. Marsh,6/26/06,http://www.supremecourt.gov/opinions/05pdf/04-1170.pdf,77,145632,0,s404,LQWB,"Liquid Web, Inc.",200
http://www.cor.state.pa.us/standards/lib/standards/DC-ADM_801_Inmate_Discipline.pdf,http://timetravel.mementoweb.org/list/20060628151530/http://www.cor.state.pa.us/standards/lib/standards/DC-ADM_801_Inmate_Discipline.pdf,,1,IA,http://courtlistener.org/opinion/145626/beard-v-banks/,Beard v. Banks,6/28/06,http://www.supremecourt.gov/opinions/05pdf/04-1739.pdf,88,145626,0,s404,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,200
http://www.washingtonpost.com/wp-srv/nation/documents/texasDOJmemo.pdf,http://timetravel.mementoweb.org/list/20060628151530/http://www.washingtonpost.com/wp-srv/nation/documents/texasDOJmemo.pdf,,1,archive-it,http://courtlistener.org/opinion/145627/league-of-united-latin-american-citizens-v-perry/,League of United Latin American Citizens v. Perry,6/28/06,http://www.supremecourt.gov/opinions/05pdf/05-204.pdf,39,145627,0,0,IL-69,"Instart Logic, Inc",200
http://travel.state.gov/pdf/CNA_book.pdf,http://timetravel.mementoweb.org/list/20060628151530/http://travel.state.gov/pdf/CNA_book.pdf,,1,"IA, archive-it",http://courtlistener.org/opinion/145628/sanchez-llamas-v-oregon/,Sanchez-Llamas v. Oregon,6/28/06,http://www.supremecourt.gov/opinions/05pdf/04-10566.pdf,94,145628,0,s404,HLLR,"Heller Information Services, Inc.",200
http://www.defenselink.mil/news/Jul2004/d20040707review.pdf,http://timetravel.mementoweb.org/list/20060629151530/http://www.defenselink.mil/news/Jul2004/d20040707review.pdf,,1,"IA, archive-it",http://courtlistener.org/opinion/145625/hamdan-v-rumsfeld/,Hamdan v. Rumsfeld,6/29/06,http://www.supremecourt.gov/opinions/05pdf/05-184.pdf,102,145625,0,0,QCC-18,"Qwest Communications Company, LLC",200
http://www.whitehouse.gov/news/releases/2005/12/print/200512308.html,http://timetravel.mementoweb.org/list/20060629151530/http://www.whitehouse.gov/news/releases/2005/12/print/200512308.html,,1,"IA, archive.today",http://courtlistener.org/opinion/145625/hamdan-v-rumsfeld/,Hamdan v. Rumsfeld,6/29/06,http://www.supremecourt.gov/opinions/05pdf/05-184.pdf,102,145625,0,s404,AKAMAI,"Akamai Technologies, Inc.",Request timeout
http://www.dod.gov/transcrips/2002/t03212002_t0321sd.html,http://timetravel.mementoweb.org/list/20060629151530/http://www.dod.gov/transcrips/2002/t03212002_t0321sd.html,,1,"IA, archive.today",http://courtlistener.org/opinion/145625/hamdan-v-rumsfeld/,Hamdan v. Rumsfeld,6/29/06,http://www.supremecourt.gov/opinions/05pdf/05-184.pdf,102,145625,1,0,QCC-18,"Qwest Communications Company, LLC",404
http://www.justicescholars.org/pegc/archive/White_House/bush_memo_20020207_ed.pdf,http://timetravel.mementoweb.org/list/20060629151530/http://www.justicescholars.org/pegc/archive/White_House/bush_memo_20020207_ed.pdf,,1,IA,http://courtlistener.org/opinion/145625/hamdan-v-rumsfeld/,Hamdan v. Rumsfeld,6/29/06,http://www.supremecourt.gov/opinions/05pdf/05-184.pdf,102,145625,0,1,CLOUD14,"CloudFlare, Inc.",Request timeout
http://www.uscourts.gov/judicialfactsfigures/contents.html,http://timetravel.mementoweb.org/list/20070122151530/http://www.uscourts.gov/judicialfactsfigures/contents.html,,1,"IA, National Archives and Records Administration",http://courtlistener.org/opinion/145763/jones-v-bock/,Jones v. Bock,1/22/07,http://www.supremecourt.gov/opinions/06pdf/05-7058.pdf,615,145763,0,s404,AKAMAI,"Akamai Technologies, Inc.",200
http://www.guamcourts.org/justicedocs/index.html,http://timetravel.mementoweb.org/list/20070327151530/http://www.guamcourts.org/justicedocs/index.html,,1,IA,http://courtlistener.org/opinion/145750/limtiaco-v-camacho/,Limtiaco v. Camacho,3/27/07,http://www.supremecourt.gov/opinions/06pdf/06-116.pdf,7,145750,0,0,PSI,"PSINet, Inc.",200
http://www.eia.doe.gov/pub/international/iealf/tableh1co2.xls,http://timetravel.mementoweb.org/list/20070402151530/http://www.eia.doe.gov/pub/international/iealf/tableh1co2.xls,,1,"IA, National Archives and Records Administration",http://courtlistener.org/opinion/145749/massachusetts-v-epa/,Massachusetts v. EPA,4/2/07,http://www.supremecourt.gov/opinions/06pdf/05-1120.pdf,195,145749,0,1,UDE-4,U.S. Department of Energy,403
http://www.supremecourtus.gov/opinions/video/scott_v_harris.rmvb,http://timetravel.mementoweb.org/list/20070430151530/http://www.supremecourtus.gov/opinions/video/scott_v_harris.rmvb,,1,IA,http://courtlistener.org/opinion/145738/scott-v-harris/,Scott v. Harris,4/30/07,http://www.supremecourt.gov/opinions/06pdf/05-1631.pdf,865,145738,0,0,QCC-18,"Qwest Communications Company, LLC",200
http://www.ftc.gov/os/statutes/fcra/ball.htm,http://timetravel.mementoweb.org/list/20070604151530/http://www.ftc.gov/os/statutes/fcra/ball.htm,,1,"IA, National Archives and Records Administration",http://courtlistener.org/opinion/145725/safeco-ins-co-of-america-v-burr/,Safeco Ins. Co. of America v. Burr,6/4/07,http://www.supremecourt.gov/opinions/06pdf/06-84.pdf,111,145725,0,s404,AKAMAI,"Akamai Technologies, Inc.",404
http://tobaccodocuments.org/nysa_ti_s1/TI57900738.html,http://timetravel.mementoweb.org/list/20070611151530/http://tobaccodocuments.org/nysa_ti_s1/TI57900738.html,,0,,http://courtlistener.org/opinion/145718/watson-v-philip-morris-companies-inc/,"Watson v. Philip Morris Companies, Inc.",6/11/07,http://www.supremecourt.gov/opinions/06pdf/05-1284.pdf,24,145718,1,0,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,Request timeout
http://www.ncsconline.org/D_research/cjs/xls/SOSJAData/CA_JA_State.xls,http://timetravel.mementoweb.org/list/20070611151530/http://www.ncsconline.org/D_research/cjs/xls/SOSJAData/CA_JA_State.xls,,0,,http://courtlistener.org/opinion/145720/fry-v-pliler/,Fry v. Pliler,6/11/07,http://www.supremecourt.gov/opinions/06pdf/06-5247.pdf,239,145720,1,0,DATAP-13,DataPoint,404
http://tva.com/abouttva/index.htm,http://timetravel.mementoweb.org/list/20070618151530/http://tva.com/abouttva/index.htm,,1,IA,http://courtlistener.org/opinion/145713/powerex-corp-v-reliant-energy-services-inc/,"Powerex Corp. v. Reliant Energy Services, Inc.",6/18/07,http://www.supremecourt.gov/opinions/06pdf/05-85.pdf,71,145713,0,0,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,200
http://www.bls.gov/oco/cg/cgs018.htm,http://timetravel.mementoweb.org/list/20070618151530/http://www.bls.gov/oco/cg/cgs018.htm,,1,"IA, National Archives and Records Administration",http://courtlistener.org/opinion/145713/powerex-corp-v-reliant-energy-services-inc/,"Powerex Corp. v. Reliant Energy Services, Inc.",6/18/07,http://www.supremecourt.gov/opinions/06pdf/05-85.pdf,71,145713,0,s404,QCC-18,"Qwest Communications Company, LLC",404
http://www.gao.gov/new.items/d06616.pdf,http://timetravel.mementoweb.org/list/20070625151530/http://www.gao.gov/new.items/d06616.pdf,,1,"IA, National Archives and Records Administration, archive-it, Stanford Web Archive",http://courtlistener.org/opinion/145704/hein-v-freedom-from-religion-foundation-inc/,"Hein v. Freedom From Religion Foundation, Inc.",6/25/07,http://www.supremecourt.gov/opinions/06pdf/06-157.pdf,120,145704,0,0,UGAO,U.S. Government Accountability Office,200
http://www.justiceatstake.org/files/NewPoliticsofJudicialElections2006.pdf,http://timetravel.mementoweb.org/list/20070625151530/http://www.justiceatstake.org/files/NewPoliticsofJudicialElections2006.pdf,,1,IA,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",6/25/07,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706,0,0,IAST,Iowa State University,200
http://www.icpsr.umich.edu/cocoon/ICPSR/STUDY/03131.xml,http://timetravel.mementoweb.org/list/20070625151530/http://www.icpsr.umich.edu/cocoon/ICPSR/STUDY/03131.xml,,0,,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",6/25/07,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706,0,0,UMAA-1,University of Michigan Academic Affairs,200
http://www.lafollette.wisc.edu/campaign_reform/final.htm,http://timetravel.mementoweb.org/list/20070625151530/http://www.lafollette.wisc.edu/campaign_reform/final.htm,,1,"IA, archive.today",http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",6/25/07,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706,0,s404,UWM-3,University of Wisconsin Madison,404
http://www.followthemoney.org/press/Reports/200601041.pdf,http://timetravel.mementoweb.org/list/20070625151530/http://www.followthemoney.org/press/Reports/200601041.pdf,,1,IA,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",6/25/07,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706,0,s404,CC04,Charter Communications,404
http://www.ced.org/docs/report/report_2007judicial_survey.pdf,http://timetravel.mementoweb.org/list/20070625151530/http://www.ced.org/docs/report/report_2007judicial_survey.pdf,,1,IA,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",6/25/07,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706,0,s404,OGISL,"Oso Grande IP Services, LLC",200
http://www.oaklandinstitute.org/pdfs/facing_goliath.pdf,http://timetravel.mementoweb.org/list/20070628151530/http://www.oaklandinstitute.org/pdfs/facing_goliath.pdf,,1,IA,http://courtlistener.org/opinion/145701/leegin-creative-leather-products-v-psks-inc/,"Leegin Creative Leather Products v. PSKS, Inc.",6/28/07,http://www.supremecourt.gov/opinions/06pdf/06-480.pdf,63,145701,0,s404,PAIR,pair Networks,404
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1099&OrgType=4&reportLevel=School,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1099&OrgType=4&reportLevel=School,,1,IA,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,0,WSIP-Z,Washington School Information Processing Cooperative,200
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1104&reportLevel=School&orgLinkId=1104&yrs=,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1104&reportLevel=School&orgLinkId=1104&yrs=,,1,IA,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,0,WSIP-Z,Washington School Information Processing Cooperative,200
http://www.seattleschools.org/schools/aaa/history.htm,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/schools/aaa/history.htm,,1,"IA, archive.today",http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,s404,EDLIN,"Edline, Inc.",404
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1061&reportLevel=School&orgLinkId=1061&yrs=,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1061&reportLevel=School&orgLinkId=1061&yrs=,,1,"IA, archive.today",http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,0,WSIP-Z,Washington School Information Processing Cooperative,200
http://www.seattleschools.org/area/siso/reports/anrep/altern/938.pdf,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/siso/reports/anrep/altern/938.pdf,,1,IA,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,s404,EDLIN,"Edline, Inc.",404
http://www.uccs.edu/~wpc/faqs.htm,http://timetravel.mementoweb.org/list/20070628151530/http://www.uccs.edu/~wpc/faqs.htm,,1,"IA, archive.today",http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,s404,UNIVER-67,University of Colorado,404
http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,http://timetravel.mementoweb.org/list/20070628151530/http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,,1,IA,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,1,0,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,Unable to get response code
http://www.civilrightsproject.harvard.edu/research/deseg/Racial_Transformation.pdf,http://timetravel.mementoweb.org/list/20070628151530/http://www.civilrightsproject.harvard.edu/research/deseg/Racial_Transformation.pdf,,1,"IA, archive-it",http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,1,0,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,Unable to get response code
https://www.seattleschools.org/area/equityandrace/whiteprivilegeconference.xml,http://timetravel.mementoweb.org/list/20070628151530/https://www.seattleschools.org/area/equityandrace/whiteprivilegeconference.xml,,1,IA,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,s404,EDLIN,"Edline, Inc.",Unable to get response code
http://www.seattleschools.org/area/siso/disprof/2005/DP05all.pdf,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/siso/disprof/2005/DP05all.pdf,,1,IA,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,s404,EDLIN,"Edline, Inc.",404
http://mb2.ecs.org/reports/Report.aspx?id=268,http://timetravel.mementoweb.org/list/20070628151530/http://mb2.ecs.org/reports/Report.aspx?id=268,,1,"IA, archive.today",http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,1,0,ITCM,"Integra Telecom, Inc.",Unable to get response code
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1043&reportLevel=School&orgLinkId=1043&yrs=,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1043&reportLevel=School&orgLinkId=1043&yrs=,,1,"IA, archive.today",http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,0,WSIP-Z,Washington School Information Processing Cooperative,200
http://www.seattleschools.org/area/facilties-plan/Choice/050-6AppsChoicesBoardApril2005final.pdf,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/facilties-plan/Choice/050-6AppsChoicesBoardApril2005final.pdf,,0,,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,s404,EDLIN,"Edline, Inc.",404
http://www.gilderlehrman.org/search/collection_pdfs/05/63/0/05630.pdf,http://timetravel.mementoweb.org/list/20070628151530/http://www.gilderlehrman.org/search/collection_pdfs/05/63/0/05630.pdf,,0,,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,6/28/07,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702,0,s404,CLOUD14,"CloudFlare, Inc.",200
http://www.ojp.usdoj.gov/bjs/pub/pdf/mlo01.pdf,http://timetravel.mementoweb.org/list/20080602151530/http://www.ojp.usdoj.gov/bjs/pub/pdf/mlo01.pdf,,1,"IA, National Archives and Records Administration, archive-it",http://courtlistener.org/opinion/145804/united-states-v-santos/,United States v. Santos,6/2/08,http://www.supremecourt.gov/opinions/07pdf/06-1005.pdf,406,145804,1,0,UDJ,US Dept of Justice,404
http://www.fatf-gafi.org/dataoecd/31/29/34043795.pdf,http://timetravel.mementoweb.org/list/20080602151530/http://www.fatf-gafi.org/dataoecd/31/29/34043795.pdf,,1,IA,http://courtlistener.org/opinion/145804/united-states-v-santos/,United States v. Santos,6/2/08,http://www.supremecourt.gov/opinions/07pdf/06-1005.pdf,406,145804,0,s404,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,200
http://www.ussc.gov/r_congress/launder.pdf,http://timetravel.mementoweb.org/list/20080602151530/http://www.ussc.gov/r_congress/launder.pdf,,1,"IA, National Archives and Records Administration",http://courtlistener.org/opinion/145804/united-states-v-santos/,United States v. Santos,6/2/08,http://www.supremecourt.gov/opinions/07pdf/06-1005.pdf,406,145804,0,s404,Couldn't find IP owner's handle.,Couldn't find IP owner's name.,404
http://www.treas.gov/press/releases/docs/ml2001.pdf,http://timetravel.mementoweb.org/list/20080602151530/http://www.treas.gov/press/releases/docs/ml2001.pdf,,1,"IA, National Archives and Records Administration, archive-it",http://courtlistener.org/opinion/145804/united-states-v-santos/,United States v. Santos,6/2/08,http://www.supremecourt.gov/opinions/07pdf/06-1005.pdf,406,145804,0,s404,AKAMAI,"Akamai Technologies, Inc.",404
http://untreaty.un.org/ENGLISH/bible/englishinternetbible/partI/chapterXVIII/treaty13.asp,http://timetravel.mementoweb.org/list/20080602151530/http://untreaty.un.org/ENGLISH/bible/englishinternetbible/partI/chapterXVIII/treaty13.asp,,1,IA,http://courtlistener.org/opinion/145804/united-states-v-santos/,United States v. Santos,6/2/08,http://www.supremecourt.gov/opinions/07pdf/06-1005.pdf,406,145804,1,0,UNITED-2,United Nations,404
http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1008252,http://timetravel.mementoweb.org/list/20080612151530/http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1008252,,1,IA,http://courtlistener.org/opinion/145795/boumediene-v-bush/,Boumediene v. Bush,6/12/08,http://www.supremecourt.gov/opinions/07pdf/06-1195.pdf,283,145795,0,0,FRTR,"Frontier Communications of America, Inc.",200
https://www.cnic.navy.mil/Guantanamo/AboutGTMO/gtmohistorygeneral/gtmohistgeneral,http://timetravel.mementoweb.org/list/20080612151530/https://www.cnic.navy.mil/Guantanamo/AboutGTMO/gtmohistorygeneral/gtmohistgeneral,,0,,http://courtlistener.org/opinion/145795/boumediene-v-bush/,Boumediene v. Bush,6/12/08,http://www.supremecourt.gov/opinions/07pdf/06-1195.pdf,283,145795,0,0,NNICN-1,Navy Network Information Center (NNIC),200
http://www.uscourts.gov/bankruptcycourts/bankruptcybasics/chapter11.html,http://timetravel.mementoweb.org/list/20080616151530/http://www.uscourts.gov/bankruptcycourts/bankruptcybasics/chapter11.html,,1,"IA, archive-it, archive.today",http://courtlistener.org/opinion/145791/florida-dept-of-rev-v-piccadilly/,Florida Dept. of Rev. v. PICCADILLY,6/16/08,http://www.supremecourt.gov/opinions/07pdf/07-312.pdf,46,145791,0,0,AKAMAI,"Akamai Technologies, Inc.",200
http://www.usdoj.gov/eoir/vll/qapracmanual/apptmtn4.htm,http://timetravel.mementoweb.org/list/20080616151530/http://www.usdoj.gov/eoir/vll/qapracmanual/apptmtn4.htm,,1,"IA, National Archives and Records Administration, archive-it",http://courtlistener.org/opinion/145792/dada-v-mukasey/,Dada v. Mukasey,6/16/08,http://www.supremecourt.gov/opinions/07pdf/06-1181.pdf,173,145792,0,0,UDJ,US Dept of Justice,200
http://www.dorsey.com/files/upload/DorseyStudyABA_8mgPDF.pdf,http://timetravel.mementoweb.org/list/20080616151530/http://www.dorsey.com/files/upload/DorseyStudyABA_8mgPDF.pdf.,,1,IA,http://courtlistener.org/opinion/145792/dada-v-mukasey/,Dada v. Mukasey,6/16/08,http://www.supremecourt.gov/opinions/07pdf/06-1181.pdf,173,145792,1,0,TLR-34,Thomson Reuters (Legal) Inc. ,404
http://www.dhs.gov/ximgtn/statistics/publications/YrBk05En.shtm,http://timetravel.mementoweb.org/list/20080616151530/http://www.dhs.gov/ximgtn/statistics/publications/YrBk05En.shtm,,1,"IA, archive-it",http://courtlistener.org/opinion/145792/dada-v-mukasey/,Dada v. Mukasey,6/16/08,http://www.supremecourt.gov/opinions/07pdf/06-1181.pdf,173,145792,0,s404,AKAMAI,"Akamai Technologies, Inc.",404
http://www.opm.gov/forms/pdfimage/RI83-4.pdf,http://timetravel.mementoweb.org/list/20080619151530/http://www.opm.gov/forms/pdfimage/RI83-4.pdf,,1,"IA, National Archives and Records Administration",http://courtlistener.org/opinion/145787/kentucky-retirement-systems-v-eeoc/,Kentucky Retirement Systems v. EEOC,6/19/08,http://www.supremecourt.gov/opinions/07pdf/06-1037.pdf,18,145787,0,0,AKAMAI,"Akamai Technologies, Inc.",200
http://www.uscourts.gov/Press_Releases/2008/caseload.cfm,http://timetravel.mementoweb.org/list/20080619151530/http://www.uscourts.gov/Press_Releases/2008/caseload.cfm,,1,IA,http://courtlistener.org/opinion/145788/metropolitan-life-ins-co-v-glenn/,Metropolitan Life Ins. Co. v. Glenn,6/19/08,http://www.supremecourt.gov/opinions/07pdf/06-923.pdf,400,145788,0,s404,AKAMAI,"Akamai Technologies, Inc.",200
http://www.rand.org/pubs/issue_papers/2006/IP184.pdf,http://timetravel.mementoweb.org/list/20080619151530/http://www.rand.org/pubs/issue_papers/2006/IP184.pdf,,1,IA,http://courtlistener.org/opinion/145788/metropolitan-life-ins-co-v-glenn/,Metropolitan Life Ins. Co. v. Glenn,6/19/08,http://www.supremecourt.gov/opinions/07pdf/06-923.pdf,400,145788,0,0,THERAN,The RAND Corporation,200
