URL in opinion,CL ID,Case name,CL address,Date opinion was filed,Opinion download URL,Citation count
http://www.fcc.gov/,799969,National Cable & Telecommunications Assn. v. Brand X Internet Services,http://courtlistener.org/opinion/799969/national-cable-telecommunications-assn-v-brand-x-i/,2005-06-27,http://www.supremecourtus.gov/opinions/04pdf/04-277.pdf,326
http://www.access-board.gov/news/pvaac-rept.htm,799970,Spector v. Norwegian Cruise Line Ltd.,http://courtlistener.org/opinion/799970/spector-v-norwegian-cruise-line-ltd/,2005-06-06,http://www.supremecourt.gov/opinions/opinions.aspx,22
http://www.usdoj.gov/crt/ada/taman3up.html,799970,Spector v. Norwegian Cruise Line Ltd.,http://courtlistener.org/opinion/799970/spector-v-norwegian-cruise-line-ltd/,2005-06-06,http://www.supremecourt.gov/opinions/opinions.aspx,22
http://www.imo.org/Conventions/mainframe.asp?topic_id=247,799970,Spector v. Norwegian Cruise Line Ltd.,http://courtlistener.org/opinion/799970/spector-v-norwegian-cruise-line-ltd/,2005-06-06,http://www.supremecourt.gov/opinions/opinions.aspx,22
http://www.dptac.gov.uk/pubs/guideship/pdf/dptacbroch.pdf.,799970,Spector v. Norwegian Cruise Line Ltd.,http://courtlistener.org/opinion/799970/spector-v-norwegian-cruise-line-ltd/,2005-06-06,http://www.supremecourt.gov/opinions/opinions.aspx,22
http://www.nicic.org/pubs/1999/014937.pdf,799975,Wilkinson v. Austin,http://courtlistener.org/opinion/799975/wilkinson-v-austin/,2005-06-13,http://www.supremecourt.gov/opinions/opinions.aspx,211
http://www.cts-america.com/smartjury_pi.asp,799976,Miller-El v. Dretke,http://courtlistener.org/opinion/799976/miller-el-v-dretke/,2005-06-13,http://www.supremecourt.gov/opinions/opinions.aspx,438
http://www.ojp.usdoj.gov/bjs/pub/pdf/cp03.pdf,799980,Rompilla v. Beard,http://courtlistener.org/opinion/799980/rompilla-v-beard/,2005-06-20,http://www.supremecourt.gov/opinions/opinions.aspx,457
http://courts.michigan.gov/scao/courtforms/appeals/cc265b.,799988,Halbert v. Michigan,http://courtlistener.org/opinion/799988/halbert-v-michigan/,2005-06-23,http://www.supremecourt.gov/opinions/opinions.aspx,68
http://www.ojp.usdoj.gov/bjs/pub/pdf/mhtsp00.pdf,799988,Halbert v. Michigan,http://courtlistener.org/opinion/799988/halbert-v-michigan/,2005-06-23,http://www.supremecourt.gov/opinions/opinions.aspx,68
http://courts.michigan.gov/scao/courtforms/appeals/cc405.pdf).,799988,Halbert v. Michigan,http://courtlistener.org/opinion/799988/halbert-v-michigan/,2005-06-23,http://www.supremecourt.gov/opinions/opinions.aspx,68
