URL in opinion,CL address,Timetravel URL,Case name,Date opinion was filed,Opinion download URL,Citation count,CL ID
http://www.usdoj.gov/atr/public/guidelines/0558.pdf,http://courtlistener.org/opinion/145673/illinois-tool-works-inc-v-independent-ink-inc/,http://timetravel.mementoweb.org/list/20060301151530/http://www.usdoj.gov/atr/public/guidelines/0558.pdf,"Illinois Tool Works Inc. v. Independent Ink, Inc.",2006-03-01,http://www.supremecourt.gov/opinions/05pdf/04-1329.pdf,34,145673
http://pe.usps.gov/text/dmm300/,http://courtlistener.org/opinion/145678/dolan-v-postal-service/,http://timetravel.mementoweb.org/list/20060222151530/http://pe.usps.gov/text/dmm300/,Dolan v. Postal Service,2006-02-22,http://www.supremecourt.gov/opinions/05pdf/04-848.pdf,114,145678
http://pe.usps.gov/text/dmm300/609.htm,http://courtlistener.org/opinion/145678/dolan-v-postal-service/,http://timetravel.mementoweb.org/list/20060222151530/http://pe.usps.gov/text/dmm300/609.htm,Dolan v. Postal Service,2006-02-22,http://www.supremecourt.gov/opinions/05pdf/04-848.pdf,114,145678
http://www2.fdic.gov/idasp/main.asp.<sup>[9]</sup><i>Bougas</i>,http://courtlistener.org/opinion/145692/wachovia-bank-na-v-schmidt/,http://timetravel.mementoweb.org/list/20060117151530/http://www2.fdic.gov/idasp/main.asp.<sup>[9]</sup><i>Bougas</i>,"Wachovia Bank, NA v. Schmidt",2006-01-17,http://www.supremecourt.gov/opinions/05pdf/04-1186.pdf,74,145692
http://www2.fdic.gov/idasp/,http://courtlistener.org/opinion/145692/wachovia-bank-na-v-schmidt/,http://timetravel.mementoweb.org/list/20060117151530/http://www2.fdic.gov/idasp/,"Wachovia Bank, NA v. Schmidt",2006-01-17,http://www.supremecourt.gov/opinions/05pdf/04-1186.pdf,74,145692
http://www.oakland,http://courtlistener.org/opinion/145701/leegin-creative-leather-products-v-psks-inc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.oakland,"Leegin Creative Leather Products v. PSKS, Inc.",2007-06-28,http://www.supremecourt.gov/opinions/06pdf/06-480.pdf,63,145701
http://www.oaklandinstitute.org/pdfs/facing_goliath.pdf,http://courtlistener.org/opinion/145701/leegin-creative-leather-products-v-psks-inc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.oaklandinstitute.org/pdfs/facing_goliath.pdf,"Leegin Creative Leather Products v. PSKS, Inc.",2007-06-28,http://www.supremecourt.gov/opinions/06pdf/06-480.pdf,63,145701
http://www.seattleschools.org/area/facilties-plan/Choice/050-6AppsChoicesBoardApril2005final.pdf.</p><p>¶3,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/facilties-plan/Choice/050-6AppsChoicesBoardApril2005final.pdf.</p><p>¶3,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.seattleschools.org/area/siso/disprof/2005/DP05,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/siso/disprof/2005/DP05,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1099&OrgType=4&reportLevel=School;,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1099&OrgType=4&reportLevel=School;,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1104&reportLevel=School&orgLinkId=1104&yrs=;,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1104&reportLevel=School&orgLinkId=1104&yrs=;,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.seattleschools.org/schools/aaa/history.htm,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/schools/aaa/history.htm,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1061&reportLevel=School&orgLinkId=1061&yrs=;,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1061&reportLevel=School&orgLinkId=1061&yrs=;,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.seattleschools.org/area/,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://reportcard.ospi.k12.wa.us/,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.uccs.edu/~wpc/,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.uccs.edu/~wpc/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.uccs.edu/~wpc/faqs.htm;,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.uccs.edu/~wpc/faqs.htm;,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.civilrightsproject.harvard.edu/research/reseg03/AreWeLosingtheDream.pdf,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.civilrightsproject.harvard.edu/research/reseg03/,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.civilrightsproject.harvard.edu/research/reseg03/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.seattleschools.org/,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1061&amp;report,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1061&amp;report,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.gilderlehrman.org/search/collection_pdfs/05/63/,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.gilderlehrman.org/search/collection_pdfs/05/63/,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.civilrightsproject.harvard.edu/research/deseg/Racial_Transformation.pdf.,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.civilrightsproject.harvard.edu/research/deseg/Racial_Transformation.pdf.,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
https://www.seattleschools.org/area/equityandrace/whiteprivilegeconference.xml.,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/https://www.seattleschools.org/area/equityandrace/whiteprivilegeconference.xml.,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.seattleschools.org/area/siso/disprof/2005/DP05all.pdf;,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/siso/disprof/2005/DP05all.pdf;,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
"http://mb2.ecs.org/reports/Report.aspx?id=268.</p><p>Arkansas,",http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,"http://timetravel.mementoweb.org/list/20070628151530/http://mb2.ecs.org/reports/Report.aspx?id=268.</p><p>Arkansas,",Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://mb2.ecs.org/reports/Report.aspx?id=268.,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://mb2.ecs.org/reports/Report.aspx?id=268.,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1043&reportLevel=School&orgLinkId=1043&yrs=,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://reportcard.ospi.k12.wa.us/summary.aspx?schoolId=1043&reportLevel=School&orgLinkId=1043&yrs=,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.gilderlehrman.org/search/collection_pdfs/05/63/0/05630.pdf,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.gilderlehrman.org/search/collection_pdfs/05/63/0/05630.pdf,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.seattleschools.org/area/siso/reports/anrep/altern/938.pdf.,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.seattleschools.org/area/siso/reports/anrep/altern/938.pdf.,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
https://www.seattleschools.,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/https://www.seattleschools.,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.civilrightspro,http://courtlistener.org/opinion/145702/parents-involved-in-community-schools-v-seattle-sc/,http://timetravel.mementoweb.org/list/20070628151530/http://www.civilrightspro,Parents Involved in Community Schools v. Seattle School Dist. No. 1,2007-06-28,http://www.supremecourt.gov/opinions/06pdf/05-908.pdf,85,145702
http://www.gao.gov/new.items/d06616.pdf(as,http://courtlistener.org/opinion/145704/hein-v-freedom-from-religion-foundation-inc/,http://timetravel.mementoweb.org/list/20070625151530/http://www.gao.gov/new.items/d06616.pdf(as,"Hein v. Freedom From Religion Foundation, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-157.pdf,120,145704
http://www.gao.gov/new.,http://courtlistener.org/opinion/145704/hein-v-freedom-from-religion-foundation-inc/,http://timetravel.mementoweb.org/list/20070625151530/http://www.gao.gov/new.,"Hein v. Freedom From Religion Foundation, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-157.pdf,120,145704
http://www.justiceatstake.org/files/NewPoliticsofJudicialElections2006.pdf.,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.justiceatstake.org/files/NewPoliticsofJudicialElections2006.pdf.,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://www.icpsr.umich.edu/cocoon/ICPSR/STUDY/03131.xml,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.icpsr.umich.edu/cocoon/ICPSR/STUDY/03131.xml,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://www.lafollette.wisc.,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.lafollette.wisc.,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://www.justiceatstake.org/files/New,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.justiceatstake.org/files/New,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://www.followthemoney.org/press/Reports/200601041.pdf,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.followthemoney.org/press/Reports/200601041.pdf,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://www.ced.org/docs/report/report_2007judicial_survey.pdf.,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.ced.org/docs/report/report_2007judicial_survey.pdf.,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://www.followthe,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.followthe,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://www.lafollette.wisc.edu/campaign_reform/final.htm.,http://courtlistener.org/opinion/145706/federal-election-comn-v-wisconsin-right-to-life-in/,http://timetravel.mementoweb.org/list/20070625151530/http://www.lafollette.wisc.edu/campaign_reform/final.htm.,"Federal Election Com'n v. Wisconsin Right to Life, Inc.",2007-06-25,http://www.supremecourt.gov/opinions/06pdf/06-969.pdf,115,145706
http://tva.com/abouttva/index.htm,http://courtlistener.org/opinion/145713/powerex-corp-v-reliant-energy-services-inc/,http://timetravel.mementoweb.org/list/20070618151530/http://tva.com/abouttva/index.htm,"Powerex Corp. v. Reliant Energy Services, Inc.",2007-06-18,http://www.supremecourt.gov/opinions/06pdf/05-85.pdf,71,145713
http://www.bls.gov/oco/cg/cgs018.htm,http://courtlistener.org/opinion/145713/powerex-corp-v-reliant-energy-services-inc/,http://timetravel.mementoweb.org/list/20070618151530/http://www.bls.gov/oco/cg/cgs018.htm,"Powerex Corp. v. Reliant Energy Services, Inc.",2007-06-18,http://www.supremecourt.gov/opinions/06pdf/05-85.pdf,71,145713
http://www.bls.gov/oco/,http://courtlistener.org/opinion/145713/powerex-corp-v-reliant-energy-services-inc/,http://timetravel.mementoweb.org/list/20070618151530/http://www.bls.gov/oco/,"Powerex Corp. v. Reliant Energy Services, Inc.",2007-06-18,http://www.supremecourt.gov/opinions/06pdf/05-85.pdf,71,145713
http://tva.com/,http://courtlistener.org/opinion/145713/powerex-corp-v-reliant-energy-services-inc/,http://timetravel.mementoweb.org/list/20070618151530/http://tva.com/,"Powerex Corp. v. Reliant Energy Services, Inc.",2007-06-18,http://www.supremecourt.gov/opinions/06pdf/05-85.pdf,71,145713
http://tobaccodocuments.,http://courtlistener.org/opinion/145718/watson-v-philip-morris-companies-inc/,http://timetravel.mementoweb.org/list/20070611151530/http://tobaccodocuments.,"Watson v. Philip Morris Companies, Inc.",2007-06-11,http://www.supremecourt.gov/opinions/06pdf/05-1284.pdf,24,145718
http://www.ncsconline.org/D_,http://courtlistener.org/opinion/145720/fry-v-pliler/,http://timetravel.mementoweb.org/list/20070611151530/http://www.ncsconline.org/D_,Fry v. Pliler,2007-06-11,http://www.supremecourt.gov/opinions/06pdf/06-5247.pdf,239,145720
http://www.ncsconline.org/D_research/cjs/xls/SOSJAData/CA_JA_State.xls,http://courtlistener.org/opinion/145720/fry-v-pliler/,http://timetravel.mementoweb.org/list/20070611151530/http://www.ncsconline.org/D_research/cjs/xls/SOSJAData/CA_JA_State.xls,Fry v. Pliler,2007-06-11,http://www.supremecourt.gov/opinions/06pdf/06-5247.pdf,239,145720
http://www.ftc.gov/os/statutes/fcra/ball.htm,http://courtlistener.org/opinion/145725/safeco-ins-co-of-america-v-burr/,http://timetravel.mementoweb.org/list/20070604151530/http://www.ftc.gov/os/statutes/fcra/ball.htm,Safeco Ins. Co. of America v. Burr,2007-06-04,http://www.supremecourt.gov/opinions/06pdf/06-84.pdf,111,145725
http://www.supremecourtus.gov/opinions/video/scott_v_harris.rmvb,http://courtlistener.org/opinion/145738/scott-v-harris/,http://timetravel.mementoweb.org/list/20070430151530/http://www.supremecourtus.gov/opinions/video/scott_v_harris.rmvb,Scott v. Harris,2007-04-30,http://www.supremecourt.gov/opinions/06pdf/05-1631.pdf,865,145738
http://www.eia.doe.gov/pub/international/iealf/tableh1co2.xls.,http://courtlistener.org/opinion/145749/massachusetts-v-epa/,http://timetravel.mementoweb.org/list/20070402151530/http://www.eia.doe.gov/pub/international/iealf/tableh1co2.xls.,Massachusetts v. EPA,2007-04-02,http://www.supremecourt.gov/opinions/06pdf/05-1120.pdf,195,145749
http://www.eia.doe.gov/pub/international/iealf/tableh1co2.xls.</p><p>[23],http://courtlistener.org/opinion/145749/massachusetts-v-epa/,http://timetravel.mementoweb.org/list/20070402151530/http://www.eia.doe.gov/pub/international/iealf/tableh1co2.xls.</p><p>[23],Massachusetts v. EPA,2007-04-02,http://www.supremecourt.gov/opinions/06pdf/05-1120.pdf,195,145749
http://www.guamcourts.org/justicedocs/index.html,http://courtlistener.org/opinion/145750/limtiaco-v-camacho/,http://timetravel.mementoweb.org/list/20070327151530/http://www.guamcourts.org/justicedocs/index.html,Limtiaco v. Camacho,2007-03-27,http://www.supremecourt.gov/opinions/06pdf/06-116.pdf,7,145750
http://www.uscourts.gov/,http://courtlistener.org/opinion/145763/jones-v-bock/,http://timetravel.mementoweb.org/list/20070122151530/http://www.uscourts.gov/,Jones v. Bock,2007-01-22,http://www.supremecourt.gov/opinions/06pdf/05-7058.pdf,615,145763
http://www.uscourts.gov/judicialfactsfigures/contents.html,http://courtlistener.org/opinion/145763/jones-v-bock/,http://timetravel.mementoweb.org/list/20070122151530/http://www.uscourts.gov/judicialfactsfigures/contents.html,Jones v. Bock,2007-01-22,http://www.supremecourt.gov/opinions/06pdf/05-7058.pdf,615,145763
http://www.wmata.com/metrorail/systemmmap.cfm.</p><p>Of,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.wmata.com/metrorail/systemmmap.cfm.</p><p>Of,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.lcav.org/Library/reports_,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.lcav.org/Library/reports_,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.ojp.usdoj.gov/bjs/pub/pdf/wuvc01.pdf,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.ojp.usdoj.gov/bjs/pub/pdf/wuvc01.pdf,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.ojp.usdoj.gov/bjs/pub/pdf/guic.pdf.,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.ojp.usdoj.gov/bjs/pub/pdf/guic.pdf.,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.ojp.usdoj.gov/bjs/pub/pdf/usrv98.pdf.,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.ojp.usdoj.gov/bjs/pub/pdf/usrv98.pdf.,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.ojp.usdoj.gov/bjs/pub/pdf/fidc9397.pdf,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.ojp.usdoj.gov/bjs/pub/pdf/fidc9397.pdf,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.census.gov/,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.census.gov/,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://papers.ssrn.com/abstract=1086176(as,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://papers.ssrn.com/abstract=1086176(as,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.census.gov/population/,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.census.gov/population/,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.census.gov/population/documentation/twps0027/tab02.txt,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.census.gov/population/documentation/twps0027/tab02.txt,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://papers.ssrn.com/abstract=,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://papers.ssrn.com/abstract=,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.wmata.com/metrorail/systemmmap.cfm.,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.wmata.com/metrorail/systemmmap.cfm.,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.ojp.usdoj.gov/bjs/pub/pdf/fuo.pdf;,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.ojp.usdoj.gov/bjs/pub/pdf/fuo.pdf;,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.lcav.org/Library/reports_analyses/National_Audit_Total_8.16.06.pdf.,http://courtlistener.org/opinion/145777/district-of-columbia-v-heller/,http://timetravel.mementoweb.org/list/20080626151530/http://www.lcav.org/Library/reports_analyses/National_Audit_Total_8.16.06.pdf.,District of Columbia v. Heller,2008-06-26,http://www.supremecourt.gov/opinions/07pdf/07-290.pdf,361,145777
http://www.icpsr.umich.,http://courtlistener.org/opinion/145780/kennedy-v-louisiana/,http://timetravel.mementoweb.org/list/20080625151530/http://www.icpsr.umich.,Kennedy v. Louisiana,2008-06-25,http://www.supremecourt.gov/opinions/07pdf/07-343.pdf,100,145780
http://www.ojp.usdoj.gov/bjs/glance/tables/exetab.htm;,http://courtlistener.org/opinion/145780/kennedy-v-louisiana/,http://timetravel.mementoweb.org/list/20080625151530/http://www.ojp.usdoj.gov/bjs/glance/tables/exetab.htm;,Kennedy v. Louisiana,2008-06-25,http://www.supremecourt.gov/opinions/07pdf/07-343.pdf,100,145780
http://www.death,http://courtlistener.org/opinion/145780/kennedy-v-louisiana/,http://timetravel.mementoweb.org/list/20080625151530/http://www.death,Kennedy v. Louisiana,2008-06-25,http://www.supremecourt.gov/opinions/07pdf/07-343.pdf,100,145780
http://www.oksenate.gov/news/press_releases/press_releases_2006/pr20060526d.htm,http://courtlistener.org/opinion/145780/kennedy-v-louisiana/,http://timetravel.mementoweb.org/list/20080625151530/http://www.oksenate.gov/news/press_releases/press_releases_2006/pr20060526d.htm,Kennedy v. Louisiana,2008-06-25,http://www.supremecourt.gov/opinions/07pdf/07-343.pdf,100,145780
http://www.ojp.usdoj.gov/,http://courtlistener.org/opinion/145780/kennedy-v-louisiana/,http://timetravel.mementoweb.org/list/20080625151530/http://www.ojp.usdoj.gov/,Kennedy v. Louisiana,2008-06-25,http://www.supremecourt.gov/opinions/07pdf/07-343.pdf,100,145780
http://www.deathpenaltyinfo.org/ESPYyear.pdf.,http://courtlistener.org/opinion/145780/kennedy-v-louisiana/,http://timetravel.mementoweb.org/list/20080625151530/http://www.deathpenaltyinfo.org/ESPYyear.pdf.,Kennedy v. Louisiana,2008-06-25,http://www.supremecourt.gov/opinions/07pdf/07-343.pdf,100,145780
http://www.,http://courtlistener.org/opinion/145780/kennedy-v-louisiana/,http://timetravel.mementoweb.org/list/20080625151530/http://www.,Kennedy v. Louisiana,2008-06-25,http://www.supremecourt.gov/opinions/07pdf/07-343.pdf,100,145780
